humanReadable,scannable,aisle,bay,tier,position,pickPathModifier,img
W2 AB 14 B 1,W2AB14B1,AB,14,B,1,20,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 14 C 1,W2AB14C1,AB,14,C,1,21,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 14 D 1,W2AB14D1,AB,14,D,1,22,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 15 A 1,W2AB15A1,AB,15,A,1,20,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 15 B 1,W2AB15B1,AB,15,B,1,21,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 15 C 1,W2AB15C1,AB,15,C,1,22,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 15 D 1,W2AB15D1,AB,15,D,1,23,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 16 A 1,W2AB16A1,AB,16,A,1,21,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 16 B 1,W2AB16B1,AB,16,B,1,22,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 16 C 1,W2AB16C1,AB,16,C,1,23,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 16 D 1,W2AB16D1,AB,16,D,1,24,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 17 A 1,W2AB17A1,AB,17,A,1,22,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 17 B 1,W2AB17B1,AB,17,B,1,23,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 17 C 1,W2AB17C1,AB,17,C,1,24,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 17 D 1,W2AB17D1,AB,17,D,1,25,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 18 A 1,W2AB18A1,AB,18,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 18 B 1,W2AB18B1,AB,18,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 18 C 1,W2AB18C1,AB,18,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 18 D 1,W2AB18D1,AB,18,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 19 A 1,W2AB19A1,AB,19,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 19 B 1,W2AB19B1,AB,19,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 19 C 1,W2AB19C1,AB,19,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 19 D 1,W2AB19D1,AB,19,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 20 A 1,W2AB20A1,AB,20,A,1,25,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 20 B 1,W2AB20B1,AB,20,B,1,26,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 20 C 1,W2AB20C1,AB,20,C,1,27,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 20 D 1,W2AB20D1,AB,20,D,1,28,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 21 A 1,W2AB21A1,AB,21,A,1,26,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 21 B 1,W2AB21B1,AB,21,B,1,27,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 21 C 1,W2AB21C1,AB,21,C,1,28,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 21 D 1,W2AB21D1,AB,21,D,1,29,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 22 A 1,W2AB22A1,AB,22,A,1,27,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 22 B 1,W2AB22B1,AB,22,B,1,28,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 22 C 1,W2AB22C1,AB,22,C,1,29,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 22 D 1,W2AB22D1,AB,22,D,1,30,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 23 A 1,W2AB23A1,AB,23,A,1,28,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 23 B 1,W2AB23B1,AB,23,B,1,29,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 23 C 1,W2AB23C1,AB,23,C,1,30,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 23 D 1,W2AB23D1,AB,23,D,1,31,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 24 A 1,W2AB24A1,AB,24,A,1,29,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 24 B 1,W2AB24B1,AB,24,B,1,30,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 24 C 1,W2AB24C1,AB,24,C,1,31,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 24 D 1,W2AB24D1,AB,24,D,1,32,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 25 A 1,W2AB25A1,AB,25,A,1,30,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 25 B 1,W2AB25B1,AB,25,B,1,31,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 25 C 1,W2AB25C1,AB,25,C,1,32,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 25 D 1,W2AB25D1,AB,25,D,1,33,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 26 A 1,W2AB26A1,AB,26,A,1,31,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 26 B 1,W2AB26B1,AB,26,B,1,32,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 26 C 1,W2AB26C1,AB,26,C,1,33,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 26 D 1,W2AB26D1,AB,26,D,1,34,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 27 A 1,W2AB27A1,AB,27,A,1,32,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 27 B 1,W2AB27B1,AB,27,B,1,33,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 27 C 1,W2AB27C1,AB,27,C,1,34,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 27 D 1,W2AB27D1,AB,27,D,1,35,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 28 A 1,W2AB28A1,AB,28,A,1,33,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 28 B 1,W2AB28B1,AB,28,B,1,34,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 28 C 1,W2AB28C1,AB,28,C,1,35,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 28 D 1,W2AB28D1,AB,28,D,1,36,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 29 A 1,W2AB29A1,AB,29,A,1,34,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 29 B 1,W2AB29B1,AB,29,B,1,35,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 29 C 1,W2AB29C1,AB,29,C,1,36,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 29 D 1,W2AB29D1,AB,29,D,1,37,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 30 A 1,W2AB30A1,AB,30,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 30 B 1,W2AB30B1,AB,30,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 30 C 1,W2AB30C1,AB,30,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 30 D 1,W2AB30D1,AB,30,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 31 A 1,W2AB31A1,AB,31,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 31 B 1,W2AB31B1,AB,31,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 31 C 1,W2AB31C1,AB,31,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 31 D 1,W2AB31D1,AB,31,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 32 A 1,W2AB32A1,AB,32,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 32 B 1,W2AB32B1,AB,32,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 32 C 1,W2AB32C1,AB,32,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 32 D 1,W2AB32D1,AB,32,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 33 A 1,W2AB33A1,AB,33,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 33 B 1,W2AB33B1,AB,33,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 33 C 1,W2AB33C1,AB,33,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 33 D 1,W2AB33D1,AB,33,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 34 A 1,W2AB34A1,AB,34,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 34 B 1,W2AB34B1,AB,34,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 34 C 1,W2AB34C1,AB,34,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 34 D 1,W2AB34D1,AB,34,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 35 A 1,W2AB35A1,AB,35,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 35 B 1,W2AB35B1,AB,35,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 35 C 1,W2AB35C1,AB,35,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 35 D 1,W2AB35D1,AB,35,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 36 A 1,W2AB36A1,AB,36,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 36 B 1,W2AB36B1,AB,36,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 36 C 1,W2AB36C1,AB,36,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 36 D 1,W2AB36D1,AB,36,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 37 A 1,W2AB37A1,AB,37,A,1,42,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 37 B 1,W2AB37B1,AB,37,B,1,43,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 37 C 1,W2AB37C1,AB,37,C,1,44,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 37 D 1,W2AB37D1,AB,37,D,1,45,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 38 A 1,W2AB38A1,AB,38,A,1,43,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 38 B 1,W2AB38B1,AB,38,B,1,44,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 38 C 1,W2AB38C1,AB,38,C,1,45,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 38 D 1,W2AB38D1,AB,38,D,1,46,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 39 A 1,W2AB39A1,AB,39,A,1,44,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 39 B 1,W2AB39B1,AB,39,B,1,45,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 39 C 1,W2AB39C1,AB,39,C,1,46,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 39 D 1,W2AB39D1,AB,39,D,1,47,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 40 A 1,W2AB40A1,AB,40,A,1,45,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 40 B 1,W2AB40B1,AB,40,B,1,46,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 40 C 1,W2AB40C1,AB,40,C,1,47,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 40 D 1,W2AB40D1,AB,40,D,1,48,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 41 A 1,W2AB41A1,AB,41,A,1,46,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 41 B 1,W2AB41B1,AB,41,B,1,47,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 41 C 1,W2AB41C1,AB,41,C,1,48,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 41 D 1,W2AB41D1,AB,41,D,1,49,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 42 A 1,W2AB42A1,AB,42,A,1,47,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 42 B 1,W2AB42B1,AB,42,B,1,48,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 42 C 1,W2AB42C1,AB,42,C,1,49,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 42 D 1,W2AB42D1,AB,42,D,1,50,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 43 A 1,W2AB43A1,AB,43,A,1,48,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 43 B 1,W2AB43B1,AB,43,B,1,49,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 43 C 1,W2AB43C1,AB,43,C,1,50,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 43 D 1,W2AB43D1,AB,43,D,1,51,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 44 A 1,W2AB44A1,AB,44,A,1,49,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 44 B 1,W2AB44B1,AB,44,B,1,50,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 44 C 1,W2AB44C1,AB,44,C,1,51,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 44 D 1,W2AB44D1,AB,44,D,1,52,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 45 A 1,W2AB45A1,AB,45,A,1,50,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 45 B 1,W2AB45B1,AB,45,B,1,51,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 45 C 1,W2AB45C1,AB,45,C,1,52,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 45 D 1,W2AB45D1,AB,45,D,1,53,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 46 A 1,W2AB46A1,AB,46,A,1,51,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 46 B 1,W2AB46B1,AB,46,B,1,52,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 46 C 1,W2AB46C1,AB,46,C,1,53,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 46 D 1,W2AB46D1,AB,46,D,1,54,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 47 A 1,W2AB47A1,AB,47,A,1,52,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 47 B 1,W2AB47B1,AB,47,B,1,53,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 47 C 1,W2AB47C1,AB,47,C,1,54,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 47 D 1,W2AB47D1,AB,47,D,1,55,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AB 48 A 1,W2AB48A1,AB,48,A,1,53,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AB 48 B 1,W2AB48B1,AB,48,B,1,54,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AB 48 C 1,W2AB48C1,AB,48,C,1,55,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AB 48 D 1,W2AB48D1,AB,48,D,1,56,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 13 A 1,W2AC13A1,AC,13,A,1,19,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 13 B 1,W2AC13B1,AC,13,B,1,20,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 13 C 1,W2AC13C1,AC,13,C,1,21,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 13 D 1,W2AC13D1,AC,13,D,1,22,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 14 A 1,W2AC14A1,AC,14,A,1,20,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 14 B 1,W2AC14B1,AC,14,B,1,21,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 14 C 1,W2AC14C1,AC,14,C,1,22,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 14 D 1,W2AC14D1,AC,14,D,1,23,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 15 A 1,W2AC15A1,AC,15,A,1,21,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 15 B 1,W2AC15B1,AC,15,B,1,22,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 15 C 1,W2AC15C1,AC,15,C,1,23,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 15 D 1,W2AC15D1,AC,15,D,1,24,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 16 A 1,W2AC16A1,AC,16,A,1,22,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 16 B 1,W2AC16B1,AC,16,B,1,23,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 16 C 1,W2AC16C1,AC,16,C,1,24,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 16 D 1,W2AC16D1,AC,16,D,1,25,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 17 A 1,W2AC17A1,AC,17,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 17 B 1,W2AC17B1,AC,17,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 17 C 1,W2AC17C1,AC,17,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 17 D 1,W2AC17D1,AC,17,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 18 A 1,W2AC18A1,AC,18,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 18 B 1,W2AC18B1,AC,18,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 18 C 1,W2AC18C1,AC,18,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 18 D 1,W2AC18D1,AC,18,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 19 A 1,W2AC19A1,AC,19,A,1,25,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 19 B 1,W2AC19B1,AC,19,B,1,26,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 19 C 1,W2AC19C1,AC,19,C,1,27,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 19 D 1,W2AC19D1,AC,19,D,1,28,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 20 A 1,W2AC20A1,AC,20,A,1,26,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 20 B 1,W2AC20B1,AC,20,B,1,27,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 20 C 1,W2AC20C1,AC,20,C,1,28,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 20 D 1,W2AC20D1,AC,20,D,1,29,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 21 A 1,W2AC21A1,AC,21,A,1,27,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 21 B 1,W2AC21B1,AC,21,B,1,28,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 21 C 1,W2AC21C1,AC,21,C,1,29,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 21 D 1,W2AC21D1,AC,21,D,1,30,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 22 A 1,W2AC22A1,AC,22,A,1,28,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 22 B 1,W2AC22B1,AC,22,B,1,29,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 22 C 1,W2AC22C1,AC,22,C,1,30,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 22 D 1,W2AC22D1,AC,22,D,1,31,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 23 A 1,W2AC23A1,AC,23,A,1,29,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 23 B 1,W2AC23B1,AC,23,B,1,30,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 23 C 1,W2AC23C1,AC,23,C,1,31,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 23 D 1,W2AC23D1,AC,23,D,1,32,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 24 A 1,W2AC24A1,AC,24,A,1,30,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 24 B 1,W2AC24B1,AC,24,B,1,31,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 24 C 1,W2AC24C1,AC,24,C,1,32,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 24 D 1,W2AC24D1,AC,24,D,1,33,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 25 A 1,W2AC25A1,AC,25,A,1,31,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 25 B 1,W2AC25B1,AC,25,B,1,32,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 25 C 1,W2AC25C1,AC,25,C,1,33,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 25 D 1,W2AC25D1,AC,25,D,1,34,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 26 A 1,W2AC26A1,AC,26,A,1,32,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 26 B 1,W2AC26B1,AC,26,B,1,33,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 26 C 1,W2AC26C1,AC,26,C,1,34,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 26 D 1,W2AC26D1,AC,26,D,1,35,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 27 A 1,W2AC27A1,AC,27,A,1,33,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 27 B 1,W2AC27B1,AC,27,B,1,34,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 27 C 1,W2AC27C1,AC,27,C,1,35,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 27 D 1,W2AC27D1,AC,27,D,1,36,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 28 A 1,W2AC28A1,AC,28,A,1,34,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 28 B 1,W2AC28B1,AC,28,B,1,35,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 28 C 1,W2AC28C1,AC,28,C,1,36,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 28 D 1,W2AC28D1,AC,28,D,1,37,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 29 A 1,W2AC29A1,AC,29,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 29 B 1,W2AC29B1,AC,29,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 29 C 1,W2AC29C1,AC,29,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 29 D 1,W2AC29D1,AC,29,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 30 A 1,W2AC30A1,AC,30,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 30 B 1,W2AC30B1,AC,30,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 30 C 1,W2AC30C1,AC,30,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 30 D 1,W2AC30D1,AC,30,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 31 A 1,W2AC31A1,AC,31,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 31 B 1,W2AC31B1,AC,31,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 31 C 1,W2AC31C1,AC,31,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 31 D 1,W2AC31D1,AC,31,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 32 A 1,W2AC32A1,AC,32,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 32 B 1,W2AC32B1,AC,32,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 32 C 1,W2AC32C1,AC,32,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 32 D 1,W2AC32D1,AC,32,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 33 A 1,W2AC33A1,AC,33,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 33 B 1,W2AC33B1,AC,33,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 33 C 1,W2AC33C1,AC,33,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 33 D 1,W2AC33D1,AC,33,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 34 A 1,W2AC34A1,AC,34,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 34 B 1,W2AC34B1,AC,34,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 34 C 1,W2AC34C1,AC,34,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 34 D 1,W2AC34D1,AC,34,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 35 A 1,W2AC35A1,AC,35,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 35 B 1,W2AC35B1,AC,35,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 35 C 1,W2AC35C1,AC,35,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 35 D 1,W2AC35D1,AC,35,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 36 A 1,W2AC36A1,AC,36,A,1,42,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 36 B 1,W2AC36B1,AC,36,B,1,43,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 36 C 1,W2AC36C1,AC,36,C,1,44,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 36 D 1,W2AC36D1,AC,36,D,1,45,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 37 A 1,W2AC37A1,AC,37,A,1,43,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 37 B 1,W2AC37B1,AC,37,B,1,44,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 37 C 1,W2AC37C1,AC,37,C,1,45,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 37 D 1,W2AC37D1,AC,37,D,1,46,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 38 A 1,W2AC38A1,AC,38,A,1,44,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 38 B 1,W2AC38B1,AC,38,B,1,45,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 AC 38 C 1,W2AC38C1,AC,38,C,1,46,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 AC 38 D 1,W2AC38D1,AC,38,D,1,47,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AC 39 A 1,W2AC39A1,AC,39,A,1,45,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 AC 39 B 1,W2AC39B1,AC,39,B,1,46,C:\Users\ironman\Desktop\svgtopng\B1.png
